title,description,status,year,jurisdiction,source,datePromulgated,yearEnded,learnMore,learnMoreLanguage,dateModified,countries,states,technologies,tags,policyType
Order No. 796-r implementing the national plan for emission reduction from big combustion plants,<div>The National Plan for Emission Reduction from big combustion plants sets a pathway for a gradual reduction in air pollutants from industrial installations. <br>The total emission limits for all plants included in the National Plan are: </div><ul><li> 1 017 kt SO2 in 2018 to  51 kt SO2 in 2033; </li><li> 191 kt NOx in 2018 to  54  kt NOx in 2033;</li><li> 206 kt NOx in 2018 to  5.1 kt NOx  in 2033. </li></ul><div>The plan sets for each of the 90 plants annual reduction objectives towards 2033. </div>,In force,2018,National,International Energy Agency,2017-11-08,2033,https://zakon.rada.gov.ua/laws/show/796-2017-%D1%80/conv#Text,,1719322638048,"[{""iso3"":""UKR"",""name"":""Ukraine""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Multi-Sector Air Pollutants Regulations (SOR /2016-151),<div>The Multi-Sector Air Pollutants Regulations aims at setting performance standards over air pollutants for industrial facilities. <br><br><br></div>,In force,2014,National,International Energy Agency,2014-06-07,,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2016-151/index.html,,1744111864354,"[{""iso3"":""CAN"",""name"":""Canada""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Regulation on Emission of Atmospheric Pollutants from Indirect Type Boilers and Furnaces,"<div>The regulation aims at setting standards and controls for air pollutants released by industrial, commercial and service activities. <br><br>Emission limits are set for SO2, NOx and PST, depending on the fuel use for the combustion. </div>",Ended,2012,National,International Energy Agency,2012-01-21,,http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?nValor1=1&nValor2=70715,,1740068065785,"[{""iso3"":""CRI"",""name"":""Costa Rica""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Notification No. S.O. 3305 on Thermal Power Plants Standards,<div>The regulation aims at limiting air pollutants steming from thermal power plants. <br>Standards for coal based power plant's units installed before December 2003 are as follow: SO2: 200-600 mg/nm3 // NOx: 600 mg/nm3 // PM: 100 mg/nm3 // Hg: 0.03 mg/nm3. <br>Standards for coal based power plant's units installed between January 2004 and December 2016 are as follow: SO2: 200-600 mg/nm3 // NOx: 300 mg/nm3 // PM: 50 mg/nm3 // Hg: 0.03 mg/nm3. <br>Standards for coal based power plant's units installed from January 2017 onwards are as follow: SO2: 100 mg/nm3 // NOx: 100 mg/nm3 // PM: 30 mg/nm3 // Hg: 0.03 mg/nm3. </div>,In force,2015,National,International Energy Agency,2015-12-07,,https://moef.gov.in/wp-content/uploads/2017/08/Thermal_plant_gazette_scan.pdf,,1719330205013,"[{""iso3"":""IND"",""name"":""India""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Permenlhk n°15/2019 on air quality standards for thermal power plants ,"<div>The regulation aims at setting rules, standards and controls for air pollutants from power generation installations. <br><br>Standards for thermal power plants built before the application of the regulation are as follow: </div><ul><li>Coal: SO2 to 550 mg/nm3 // NOx to 550 mg/nm3 // PM to 100  mg/nm3 // Hg to 0.03 mg/nm3.</li><li>Diesel: SO2 to 650 mg/nm3 // NOx to 450 mg/nm3 // PM to 75  mg/nm3. </li><li>Gas: SO2 to 50 mg/nm3 // NOx to 320 mg/nm3 // PM to 30  mg/nm3. </li></ul><div>Standards for thermal power plants built after the application of the regulation are as follow: </div><ul><li>Coal: SO2 to 200 mg/nm3 // NOx to 200 mg/nm3 // PM to 50  mg/nm3 // Hg to 0.03 mg/nm3.</li><li>Diesel: SO2 to 200 mg/nm3 // NOx to 250 mg/nm3 // PM to  30 mg/nm3. </li><li>Gas: SO2 to 25 mg/nm3 // NOx to 100 mg/nm3 // PM to 10 mg/nm3. </li></ul>",In force,2019,National,International Energy Agency,2019-07-19,,https://allin.or.id/permenlhk-no15-2019-baku-mutu-emisi-pembangkit-listrik-termal/,,1719331033480,"[{""iso3"":""IDN"",""name"":""Indonesia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Regulatory Measures against Air Pollutants Emitted from Factories and Business Sites,"<div>The regulation aims at limiting and controling air pollutants from industrial facilities and businesses. <br><br>Standards are set for NOx, SO2 and dust across fossil-fuel based boilers, furnaces and engines. </div>",In force,1998,National,International Energy Agency,1998-11-10,,https://www.env.go.jp/en/air/aq/air/air4_table.html,,1719332777369,"[{""iso3"":""JPN"",""name"":""Japan""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Enforcement Rules of the Air Quality Conservation Act,"<div>The Enforcement Rules of the Air Quality Conservation Act aims at implementing the limits, standards and control of air pollutants in Korea. <br>The rules are regularly ammended, and as of 2024, air pollution controls are set over eleven air pollutants, including NOx, SO2 and PM.</div>",In force,1991,National,International Energy Agency,1991-02-02,,https://www.law.go.kr/%EB%B2%95%EB%A0%B9/%EB%8C%80%EA%B8%B0%ED%99%98%EA%B2%BD%EB%B3%B4%EC%A0%84%EB%B2%95%EC%8B%9C%ED%96%89%EA%B7%9C%EC%B9%99,,1719346068404,"[{""iso3"":""KOR"",""name"":""Korea""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
2023 Emission Standards for Power Generation Units,"<div>Singapore's Energy Market Authority enacted in 2023 its ""Final Determination on Emission Standards Framework for New and Repowered Fossil Fuel-fired Generation Units"", in order to facilitate the deployment of clean and efficient power generation units in Singapore. <br>All new and repowered fossil fuel-fired plants should meet the Tier 1 emission standard of 0.355 tCO2e/MWh on an annual basis.  Plants that are unable to meet Tier 1 standard can opt to be subject to an emissions limit under Tier 2, for which  emissions allowance limit that is equivalent to a Tier 1 advanced CCGT but running at a  Plant Load Factor of 50% on an annual basis. </div>",In force,2024,National,International Energy Agency,2023-10-26,,https://www.ema.gov.sg/partnerships/consultations/2023/emission-standards-for-power-generation-units,,1719347024716,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Environmental Protection and Management (Air Impurities) Regulations,"<div>The regulations aim at setting limits and controls over air pollutants in Singapore. <br>Standards are listed for 24 pollutants, including CO (250 mg/Nm3) and SO2 (1,700 mg/Nm3). </div>",In force,2001,National,International Energy Agency,2001-01-01,,https://sso.agc.gov.sg/SL/EPMA1999-RG8?ProvIds=Sc-#Sc-,,1719347351790,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Air Quality Act,<div>The act aims at setting limits and controls over air pollutants of industrial installations in South Africa. <br><br>The standards for newly built combustion installations are as follow: </div><ul><li>Solid fuels: SO2 to 500 mg/nm3 // NOx to 750 mg/nm3 // PM to 50 mg/nm3</li><li>Liquid fuels: SO2 to 500 mg/nm3 // NOx to 250 mg/nm3 // PM to 50 mg/nm3</li><li>Biomass: SO2 to 500 mg/nm3 // NOx to 750 mg/nm3 // PM to 50 mg/nm3</li><li>Gas: SO2 to 400 mg/nm3 // NOx to 50 mg/nm3 // PM to 10 mg/nm3</li></ul><div><br>The standards for existing combustion installations are as follow: </div><ul><li>Solid fuels: SO2 to 3 500 mg/nm3 // NOx to 1 100 mg/nm3 // PM to 100 mg/nm3</li><li>Liquid fuels: SO2 to 3 500 mg/nm3 // NOx to 1 100 mg/nm3 // PM to 75 mg/nm3</li><li>Biomass: SO2 to 3 500 mg/nm3 // NOx to 1 100 mg/nm3 // PM to 100 mg/nm3</li><li>Gas: SO2 to 500 mg/nm3 // NOx to 300 mg/nm3 // PM to 10 mg/nm3</li></ul><div><br></div>,In force,2004,National,International Energy Agency,2005-02-24,,https://www.dffe.gov.za/sites/default/files/legislations/nema_amendment_act39.pdf,,1719348288031,"[{""iso3"":""ZAF"",""name"":""South Africa""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
"New Source Performance Standards: Greenhouse Gas Emissions from New, Modified, and Reconstructed Fossil Fuel-Fired Electric Generating Units","<div>The US EPA announced in April 2024 updated pollution standards for existing coal-fired and new gas-fired power plants. <br><br>Guidelines for gas-fired power plants set two gradual phases, aiming at a large implementation of carbon capture and storage by 2032. <br><br>Standards and guidelines for new coal-fired power plants on their end set new base load combustion turbines to have until January 1st, 2032 to meet an emission standard based on 90% capture of CO2 emissions. Existing power plants that have committed to cease operations by January 1st, 2039 will have a numeric emission rate limit based on 40% natural gas co-firing that must be met on January 1st, 2030, while those intending to run after 2039 would have to meet a numeric emission rate limit based on application of CCS with 90% capture by 2032.</div>",In force,2024,National,International Energy Agency,2024-04-25,,https://www.epa.gov/stationary-sources-air-pollution/greenhouse-gas-standards-and-guidelines-fossil-fuel-fired-power,,1719350511872,"[{""iso3"":""USA"",""name"":""United States""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Emissions Performance Standard Regulations,<div>The Emissions Performance Standard Regulations aim at limiting carbon dioxide emissions from new fossil fuel power stations. The Emissions Limit Duty has been set at a level equivalent to emissions of 450gCO2/kWh if the plant is operating at baseload.</div>,In force,2015,National,International Energy Agency,2015-03-24,,https://www.legislation.gov.uk/uksi/2015/933/contents/made,,1726497577637,"[{""iso3"":""GBR"",""name"":""United Kingdom""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Regulation on Emission of Atmospheric Pollutants from Indirect Type Boilers and Furnaces,"<div>The regulation aims at setting standards and controls for air pollutants released by industrial, commercial and service activities. <br><br>Emission limits are set for SO2, NOx, HCl, HF, CO, and PST, depending on the fuel use for the combustion. </div>",In force,2022,National,International Energy Agency,2022-04-18,,http://www.pgrweb.go.cr/scij/Busqueda/Normativa/Normas/nrm_texto_completo.aspx?nValor1=1&nValor2=96890&nValor3=130030#ddown,,1750778194554,"[{""iso3"":""CRI"",""name"":""Costa Rica""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Law 4/1994 promulgating the environment law,"<div>The Law sets the regulatory framework for environment protection in Egypt. <br>It notably includes maximum limits of gas and air pollutants from industrial facilities, including carbon monoxide (250  mg/m3 for new facilities). </div>",In force,1994,National,International Energy Agency,1994-01-27,,https://www.gafi.gov.eg/English/StartaBusiness/Laws-and-Regulations/PublishingImages/Pages/BusinessLaws/enviromental.pdf,,1750778199845,"[{""iso3"":""EGY"",""name"":""Egypt""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Decree n°18/2004 - Regulation to establish environmental quality and emission standards,"<div>This decree provides air pollutants limits for industrial facilities for SOx and NOx. <br>It also includes limits for vehicles with air pollutant standards for passenger cars, diesel vans, diesel trucks and two-wheelers.</div>",In force,2004,National,International Energy Agency,2004-06-02,,https://ampeid.org/documents/mozambique/decree-no-18-2004-approving-the-regulation-on-environmental-quality-and-effluents%E2%80%99-emissions/,,1757061055733,"[{""iso3"":""MOZ"",""name"":""Mozambique""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Medium/Heavy-duty vehicles""},{""topic"":""Transport"",""family"":""Incentives and investments"",""name"":""Government spending for low-emissions and efficient transport"",""category"":""Light-duty vehicles""}]"
Emission standards for Power Generation Units,"<div>All fossil new and fuel-fired plants should meet the Tier 1 emission standard, which is meeting emissions intensity limit of 0.355 tCO2e/MWh.  Plants that are unable to meet Tier 1 standard can opt to be subject to an emissions limit under Tier 2 - emissions allowance limit (MtCO2e cap) that is equivalent to a Tier 1 advanced CCGT but running at a PLF of 50% on an annual basis. Separately, all new and repowered plants need to be at least 30% volume hydrogen-ready with the ability to be retrofitted to become operationally 100% hydrogen-ready in the future to the extent possible.  </div>",In force,2023,National,International Energy Agency,2023-10-26,,https://www.ema.gov.sg/content/dam/corporate/partnerships/consultations/emissions-standards-for-power-generation-units/decision/EMA-Consultations-Final-Determination-Emission-Standards-for-Power-Generation-Units-20231026.pdf.coredownload.pdf,,1750778209268,"[{""iso3"":""SGP"",""name"":""Singapore""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
The Environmental Management Act (Air quality standards),<div>The act establishes limits regarding minimum air quality standards for Large Combustion Plants over SOx and CO emissions. </div>,In force,2007,National,International Energy Agency,2007-01-01,,https://www.nemc.or.tz/uploads/publications/sw-1645446559-Air_Quality_Standards_Regulations_2007.pdf,,1750778209581,"[{""iso3"":""TZA"",""name"":""United Republic of Tanzania""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
National Environmental Quality Standards (NEQS),"<div>The National Environmental Quality Standards establishes maximum level emissions for industrial and motor gaseous emissions, including SO2, NOx and CO.</div>",In force,1993,National,International Energy Agency,1993-05-10,,https://epd.punjab.gov.pk/system/files/Revised%20NEQS%202000.pdf,,1750778211532,"[{""iso3"":""PAK"",""name"":""Pakistan""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Emission standards for pollutants from atmospheric sources,"<div>There are emission standards for pollutants from atmospheric stationary and mobile sources, ranging from the iron and steel to mineral wool to pharmaceutical industry.</div>",In force,1997,National,International Energy Agency,1997-01-01,,https://www.mee.gov.cn/ywgz/fgbz/bz/bzwb/dqhjbh/dqgdwrywrwpfbz/index.shtml,,1750778240080,"[{""iso3"":""CHN"",""name"":""People's Republic of China""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
CONAMA Resolution No. 436 of 12/22/2011 establishing the maximum limits for the emission of atmospheric pollutants for stationary sources,"<div>The resolution sets NOx and SOx maximum limits for stationary sources installed or with an application for an installation license prior to January 2, 2007.</div>",In force,2011,National,International Energy Agency,2011-12-22,,https://www.normasbrasil.com.br/norma/resolucao-436-2011_114141.html,,1750778242836,"[{""iso3"":""BRA"",""name"":""Brazil""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Protection of the Environment Operations (Clean Air) Regulation 2022,"<div>This Regulation sets standards and limits for burning fuels, by prohibiting the burning of certain articles and requiring approval for certain fires and incinerators.</div>",In force,2022,National,International Energy Agency,2022-12-16,,https://legislation.nsw.gov.au/view/pdf/asmade/sl-2022-811,,1750778244880,"[{""iso3"":""AUS"",""name"":""Australia""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Standard NOM-085-SEMARNAT-2011 on maximum permissible emission levels from indirect heating combustion equipment,"<div>The standard sets maximum permissible emission levels for thermal power plants on CO, SO2 and NOx emissions. Power plans shall aim to fit these permissible emission levels no later than January 1, 2017.</div>",In force,2017,National,International Energy Agency,2012-01-20,,https://www.dof.gob.mx/normasOficiales/4632/semarnat/semarnat.htm,,1750778244964,"[{""iso3"":""MEX"",""name"":""Mexico""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Standards for emissions of harmful substances into the atmospheric air and harmful physical impacts on the atmospheric air,"<div>The Federal Law On Environmental Protection includes standards for stationary source of emissions, including SO2 and NOx.</div>",In force,2002,National,International Energy Agency,2002-01-10,,https://www.consultant.ru/document/cons_doc_LAW_34823/8e1fb536fbaf405df92bf1b66e133b2b458e40bb/,,1750778245208,"[{""iso3"":""RUS"",""name"":""Russian Federation""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
Ordinance on Air Pollution Control (OAPC),<div>The Ordinance on Air Pollution Control provides standards and limits for new and existing stationary installations. It was last revised in 2024.</div>,In force,1983,National,International Energy Agency,1983-10-07,,https://www.fedlex.admin.ch/eli/cc/1986/208_208_208/en,,1750778250856,"[{""iso3"":""CHE"",""name"":""Switzerland""}]",[],[],[],"[{""topic"":""Power"",""family"":""Performance-based policies"",""name"":""Facility or company emissions standards"",""category"":null}]"
